i.e.	26689499564806730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
Pimenta.	-0.000274
forbearance.	-0.000274
Qaeda.	-0.000274
coups.	-0.000274
Dakar.	-0.000274
knife.	-0.000274
Post.	-0.000274
Mass.	-0.000274
contacted.	-0.000275
contain.	-0.000275
pledge.	-0.000275
Berlaymont.	-0.000275
unwelcome.	-0.000275
exploration.	-0.000276
profess.	-0.000276
widespread.	-0.000276
Aguilar.	-0.000276
dancing.	-0.000276
untying.	-0.000276
mastery.	-0.000276
leaking.	-0.000276
deplete.	-0.000276
fairest.	-0.000276
Karamanlis.	-0.000277
disjointed.	-0.000277
modernized.	-0.000277
well-timed.	-0.000277
liberators.	-0.000277
Punishment.	-0.000277
Larrañaga.	-0.000277
molecules.	-0.000277
EU-level.	-0.000278
Pittella.	-0.000278
appetite.	-0.000278
cofinance.	-0.000278
qualifications.	-0.000278
willingly.	-0.000279
Statement.	-0.000279
attentive.	-0.000279
supervise.	-0.000279
entrepreneurs.	-0.000279
consistently.	-0.000279
desperately.	-0.000280
protectors.	-0.000280
financiers.	-0.000280
nurturing.	-0.000280
irritated.	-0.000280
virtue.	-0.000280
elimination.	-0.000280
disquieting.	-0.000281
unsatisfactory.	-0.000281
contributors.	-0.000281
indispensable.	-0.000282
perceived.	-0.000283
petitioners.	-0.000284
statesmen.	-0.000284
remembers.	-0.000284
devastating.	-0.000284
unilaterally.	-0.000284
demarcated.	-0.000284
lacklustre.	-0.000284
confiscated.	-0.000285
bio-energy.	-0.000285
rejections.	-0.000285
prescribed.	-0.000285
timeshare.	-0.000285
burdened.	-0.000285
civilisations.	-0.000285
pivotal.	-0.000285
Azzolini.	-0.000286
Openness.	-0.000286
indifference.	-0.000286
bottom-up.	-0.000286
eradication.	-0.000286
fluctuations.	-0.000286
McKenna.	-0.000286
undergone.	-0.000286
unspecific.	-0.000287
Marseilles.	-0.000287
reassessed.	-0.000287
regressive.	-0.000287
annexation.	-0.000287
precaution.	-0.000288
Shui-bian.	-0.000288
bio-waste.	-0.000288
aromatics.	-0.000288
sterility.	-0.000288
seductive.	-0.000288
2 million.	-0.000288
Childhood.	-0.000288
unfocused.	-0.000288
libellous.	-0.000288
dishonour.	-0.000288
onlookers.	-0.000288
Egunkaria.	-0.000288
masculine.	-0.000288
projections.	-0.000288
high-risk.	-0.000288
travelled.	-0.000288
definitions.	-0.000289
Campaign.	-0.000289
lengthened.	-0.000289
Pollutants.	-0.000289
reexamined.	-0.000289
unapproved.	-0.000289
imminently.	-0.000289
coercive.	-0.000289
monitors.	-0.000289
unstoppable.	-0.000290
go-ahead.	-0.000290
pointers.	-0.000290
Countries.	-0.000290
desecrated.	-0.000291
overheated.	-0.000291
detestable.	-0.000291
trans-fats.	-0.000291
disputable.	-0.000291
Kafkaesque.	-0.000291
liberated.	-0.000291
Producers.	-0.000291
eloquently.	-0.000292
covertly.	-0.000292
Veltroni.	-0.000292
Bordeaux.	-0.000292
postponement.	-0.000292
Potočnik.	-0.000292
Liverpool.	-0.000292
gateway.	-0.000292
Scheele.	-0.000292
adoption.	-0.000293
Fiori.	-0.000293
microchip.	-0.000293
Mrs Krehl.	-0.000293
franchise.	-0.000293
Diplomacy.	-0.000293
appliance.	-0.000293
jealously.	-0.000293
dinosaurs.	-0.000293
vehemence.	-0.000293
composed.	-0.000293
advocated.	-0.000293
chances.	-0.000294
renounced.	-0.000294
risk-taking.	-0.000294
alternative.	-0.000294
splendidly.	-0.000295
endured.	-0.000295
Bulgarians.	-0.000295
reign.	-0.000295
Paulsen.	-0.000296
29 October.	-0.000296
Assemblies.	-0.000296
co-workers.	-0.000296
surmounted.	-0.000296
reconciling.	-0.000296
preferable.	-0.000296
scoundrels.	-0.000297
remoteness.	-0.000297
co-operation.	-0.000297
flourishing.	-0.000298
sub-region.	-0.000298
extradite.	-0.000298
hesitate.	-0.000298
annexed.	-0.000299
retraining.	-0.000299
equivalents.	-0.000299
palliative.	-0.000299
Menuhin.	-0.000299
indoors.	-0.000299
attests.	-0.000299
repeals.	-0.000299
Fassino.	-0.000299
Braille.	-0.000299
compost.	-0.000299
fulcrum.	-0.000299
Aartsen.	-0.000299
wavered.	-0.000299
placard.	-0.000299
silicon.	-0.000299
booklet.	-0.000299
beacons.	-0.000299
shuffle.	-0.000299
Revenue.	-0.000299
Appeals.	-0.000299
eSafety.	-0.000299
Březina.	-0.000299
dairies.	-0.000299
squalor.	-0.000299
Estuary.	-0.000299
airbags.	-0.000299
Grelier.	-0.000299
Estaing.	-0.000299
charted.	-0.000299
slightest.	-0.000299
bogus.	-0.000299
coordinated.	-0.000301
Christianity.	-0.000301
recognizes.	-0.000301
barricades.	-0.000301
Belohorská.	-0.000301
compatriots.	-0.000301
inconsistent.	-0.000301
medieval.	-0.000302
wholesale.	-0.000302
sustainability.	-0.000302
throes.	-0.000302
vector.	-0.000302
Danone.	-0.000302
didn't.	-0.000302
Vlasto.	-0.000302
vegetation.	-0.000302
broadcasting.	-0.000302
Jeggle.	-0.000303
brilliantly.	-0.000303
unfulfilled.	-0.000303
victories.	-0.000303
observatory.	-0.000304
diminishing.	-0.000304
Wieland.	-0.000304
punishments.	-0.000304
Blair's.	-0.000304
William.	-0.000304
graphic.	-0.000304
contradictory.	-0.000304
approaching.	-0.000304
awakening.	-0.000305
Martínez.	-0.000305
Svensson.	-0.000305
eLearning.	-0.000305
rewritten.	-0.000305
traceability.	-0.000305
headquarters.	-0.000306
differed.	-0.000306
poll.	-0.000307
magic.	-0.000307
facilitated.	-0.000307
revolutions.	-0.000307
Preferences.	-0.000307
deficiencies.	-0.000308
setting-up.	-0.000308
irresponsible.	-0.000309
abolition.	-0.000309
Nutrition.	-0.000309
listeners.	-0.000309
Newcastle.	-0.000309
untimely.	-0.000309
excessively.	-0.000309
conundrum.	-0.000310
half-time.	-0.000310
Parvanova.	-0.000310
indictees.	-0.000310
Hampshire.	-0.000310
Pomerania.	-0.000310
guerillas.	-0.000310
Nationale.	-0.000310
desolation.	-0.000310
Kalimantan.	-0.000310
commanders.	-0.000310
apiculture.	-0.000310
appointments.	-0.000310
immensely.	-0.000310
Kosloduj.	-0.000311
glossary.	-0.000311
Schiller.	-0.000311
laudably.	-0.000311
fillings.	-0.000311
Handbook.	-0.000311
excepted.	-0.000311
Orwell’s.	-0.000311
fluently.	-0.000311
nickname.	-0.000311
Acheloos.	-0.000311
long-run.	-0.000311
germline.	-0.000311
brethren.	-0.000311
Jahangir.	-0.000311
encoding.	-0.000311
Fairness.	-0.000311
boroughs.	-0.000311
claimant.	-0.000311
pedigree.	-0.000311
gradient.	-0.000311
subgroup.	-0.000311
graffiti.	-0.000311
Kožušník.	-0.000311
poachers.	-0.000311
ancestry.	-0.000311
Pakpahan.	-0.000311
gigabits.	-0.000311
clumsily.	-0.000311
Soldiers.	-0.000311
codecide.	-0.000311
Calipari.	-0.000311
Husseini.	-0.000311
pro-life.	-0.000311
Martynov.	-0.000311
attachés.	-0.000311
landlord.	-0.000311
Tzampazi.	-0.000311
campsite.	-0.000311
minutely.	-0.000311
gasoline.	-0.000311
Markelov.	-0.000311
synopsis.	-0.000311
intrigue.	-0.000311
whinging.	-0.000311
ordained.	-0.000311
sediment.	-0.000311
Angolans.	-0.000311
stallion.	-0.000311
infusion.	-0.000311
invoiced.	-0.000311
Dassault.	-0.000311
euroland.	-0.000311
doctored.	-0.000311
Grossman.	-0.000311
Montreux.	-0.000311
94/67/EC.	-0.000311
nannying.	-0.000311
Féin/IRA.	-0.000311
doomsday.	-0.000311
treatise.	-0.000311
diffused.	-0.000311
Hussaini.	-0.000311
printers.	-0.000311
overpaid.	-0.000311
appeased.	-0.000311
scissors.	-0.000311
centralism.	-0.000311
percentage.	-0.000311
enshrines.	-0.000312
unmarried.	-0.000312
Karamanou.	-0.000312
restaurants.	-0.000312
estimate.	-0.000312
cunning.	-0.000313
Records.	-0.000313
Görlach.	-0.000313
ecopoints.	-0.000313
fisherman.	-0.000313
incompetence.	-0.000313
employee.	-0.000314
Guardian.	-0.000314
strictest.	-0.000314
seminars.	-0.000315
entailed.	-0.000315
beneficiaries.	-0.000315
Moreira.	-0.000315
insults.	-0.000315
contravened.	-0.000315
flashpoint.	-0.000315
reversible.	-0.000315
Bridgwater.	-0.000315
commander.	-0.000316
embroiled.	-0.000316
persisted.	-0.000316
coincidence.	-0.000316
Commissioner.	-0.000316
accountability.	-0.000316
powerful.	-0.000317
attain.	-0.000317
Consensus.	-0.000317
Saakashvili.	-0.000317
disadvantages.	-0.000317
heartening.	-0.000317
certified.	-0.000318
lorry.	-0.000318
exportable.	-0.000318
outsourced.	-0.000318
Litvinenko.	-0.000318
Mr Berman.	-0.000319
Daghestan.	-0.000319
eBusiness.	-0.000319
fallacies.	-0.000319
marshland.	-0.000319
divisible.	-0.000319
Mr Tajani.	-0.000319
set-backs.	-0.000319
assembles.	-0.000319
treadmill.	-0.000319
lifeboats.	-0.000319
matrimony.	-0.000319
boyfriend.	-0.000319
contender.	-0.000319
grown-ups.	-0.000319
e-Economy.	-0.000319
firepower.	-0.000319
9 million.	-0.000319
leniently.	-0.000319
-commerce.	-0.000319
Bavarians.	-0.000319
92/43/EEC.	-0.000319
appeasement.	-0.000319
eventful.	-0.000320
Westlund.	-0.000320
exacerbate.	-0.000320
catastrophes.	-0.000320
Ibrahim.	-0.000321
strides.	-0.000321
scrutinised.	-0.000321
precautions.	-0.000322
attributed.	-0.000322
Buitenweg.	-0.000322
secretive.	-0.000322
invalidated.	-0.000323
trademarks.	-0.000323
automatic.	-0.000323
artificial.	-0.000323
lighting.	-0.000323
divergence.	-0.000324
denouncing.	-0.000324
prediction.	-0.000324
Mauritius.	-0.000324
inspires.	-0.000324
cheapest.	-0.000325
administrative.	-0.000325
phenomenal.	-0.000325
amenities.	-0.000326
covenants.	-0.000326
fluctuate.	-0.000326
pacifists.	-0.000326
Kathmandu.	-0.000326
cacophony.	-0.000326
seatbelts.	-0.000326
Noordwijk.	-0.000326
attackers.	-0.000326
EuropeAid.	-0.000326
reproduction.	-0.000326
Strategies.	-0.000326
dictionary.	-0.000326
separating.	-0.000327
neglecting.	-0.000327
Marinescu.	-0.000327
prerogatives.	-0.000327
one-off.	-0.000327
Euromed.	-0.000328
receipt.	-0.000328
Transnistria.	-0.000328
Krehl.	-0.000328
Overseas.	-0.000329
Environment.	-0.000329
attentively.	-0.000329
distortions.	-0.000329
Ambassador.	-0.000329
deliberations.	-0.000330
explosive.	-0.000330
pollination.	-0.000330
senators.	-0.000330
orphaned.	-0.000330
longed.	-0.000330
Puerto.	-0.000330
shouts.	-0.000330
Crises.	-0.000330
bitten.	-0.000330
pistol.	-0.000330
Bielan.	-0.000330
Valdez.	-0.000330
Pope's.	-0.000330
Eppink.	-0.000330
Bridge.	-0.000330
diligently.	-0.000330
discontinued.	-0.000331
euphoria.	-0.000331
searches.	-0.000331
varroasis.	-0.000332
seamounts.	-0.000332
economize.	-0.000332
Mr Titley.	-0.000332
implanted.	-0.000332
emptiness.	-0.000332
co-chairs.	-0.000332
coalmines.	-0.000332
all-clear.	-0.000332
liberator.	-0.000332
Jaramillo.	-0.000332
enforcers.	-0.000332
Mr Imbeni.	-0.000332
dysentery.	-0.000332
threatening.	-0.000332
corrigendum.	-0.000332
frustrating.	-0.000333
credentials.	-0.000333
ECHELON.	-0.000333
sharper.	-0.000333
crowded.	-0.000333
healing.	-0.000333
microscope.	-0.000333
endowed.	-0.000333
seizure.	-0.000333
Fernandes.	-0.000333
feedingstuffs.	-0.000334
upheavals.	-0.000334
mainstream.	-0.000334
bystanders.	-0.000335
fabricated.	-0.000335
evoke.	-0.000335
peaks.	-0.000335
gypsy.	-0.000335
Angel.	-0.000335
permanently.	-0.000335
compulsory.	-0.000335
Bjerregaard.	-0.000335
disapproval.	-0.000335
coordinating.	-0.000335
publishing.	-0.000336
certificates.	-0.000336
Adoption.	-0.000336
installations.	-0.000336
greedy.	-0.000337
else's.	-0.000337
unrelated.	-0.000338
lifeblood.	-0.000338
Frenchman.	-0.000338
remunerated.	-0.000339
debating.	-0.000339
federations.	-0.000340
competitions.	-0.000340
California.	-0.000341
ratification.	-0.000341
dishonesty.	-0.000342
eco-labels.	-0.000342
bought.	-0.000342
qualitative.	-0.000342
partiality.	-0.000343
fine-tuned.	-0.000343
victimised.	-0.000343
atrocious.	-0.000343
lectures.	-0.000343
Interest.	-0.000343
speedier.	-0.000343
delicious.	-0.000343
Mr Markov.	-0.000343
Bethlehem.	-0.000343
Guerreiro.	-0.000343
theocracy.	-0.000343
publisher.	-0.000343
instituted.	-0.000343
encouraging.	-0.000344
reiterates.	-0.000344
generated.	-0.000344
deregulated.	-0.000345
speechless.	-0.000345
conjecture.	-0.000345
terrified.	-0.000346
half-year.	-0.000346
Exchequer.	-0.000346
executing.	-0.000346
Ottawa.	-0.000346
Wijsenbeek.	-0.000346
NO.	-0.000347
‘A.	-0.000347
candidature.	-0.000347
Conciliation.	-0.000347
wonderful.	-0.000348
simplicity.	-0.000348
simplest.	-0.000348
electing.	-0.000348
reminder.	-0.000348
Crisis.	-0.000348
reproductive.	-0.000349
beats.	-0.000349
Heath.	-0.000349
Hotel.	-0.000349
ounce.	-0.000349
chord.	-0.000349
choke.	-0.000349
Pinto.	-0.000349
wager.	-0.000349
bumpy.	-0.000349
slept.	-0.000349
deviated.	-0.000349
pathogen.	-0.000349
practically.	-0.000349
limitation.	-0.000350
complainant.	-0.000350
yardsticks.	-0.000350
reacted.	-0.000350
tarnished.	-0.000350
falsehoods.	-0.000350
retaliation.	-0.000350
Undertaking.	-0.000350
needlessly.	-0.000351
terrifying.	-0.000351
unprotected.	-0.000351
chauvinism.	-0.000351
under-used.	-0.000352
timidly.	-0.000352
Zanu-PF.	-0.000352
moderate.	-0.000352
fragility.	-0.000352
designer.	-0.000352
contravene.	-0.000353
synonymous.	-0.000353
rainforests.	-0.000353
introduction.	-0.000354
pathology.	-0.000355
digestion.	-0.000355
politburo.	-0.000355
oilfields.	-0.000355
mincemeat.	-0.000355
billboard.	-0.000355
virulence.	-0.000355
magnified.	-0.000355
two-sided.	-0.000355
pessimist.	-0.000355
sharpened.	-0.000355
mortgaged.	-0.000355
pettiness.	-0.000355
Mr Purvis.	-0.000355
whirlwind.	-0.000355
drop-outs.	-0.000355
calculation.	-0.000355
technocracy.	-0.000356
liabilities.	-0.000356
champion.	-0.000356
finely.	-0.000357
Turchi.	-0.000357
supporter.	-0.000357
dogmatic.	-0.000357
mobilising.	-0.000357
levied.	-0.000357
disturbed.	-0.000357
nationhood.	-0.000357
innovating.	-0.000357
appalled.	-0.000357
drifting.	-0.000358
ordering.	-0.000358
nationwide.	-0.000359
Vietnamese.	-0.000359
inhabitant.	-0.000359
varies.	-0.000359
astounding.	-0.000359
lawlessness.	-0.000360
dispatch.	-0.000360
Session.	-0.000360
Vatican.	-0.000360
amazed.	-0.000360
Clark.	-0.000360
Terry.	-0.000360
Kaczyński.	-0.000360
blockages.	-0.000360
bloodbath.	-0.000360
textbooks.	-0.000360
Charleroi.	-0.000360
tempting.	-0.000360
concur.	-0.000360
partsession.	-0.000361
accusations.	-0.000361
affords.	-0.000361
restrictive.	-0.000361
rectify.	-0.000362
recorders.	-0.000362
violators.	-0.000362
delusions.	-0.000362
Kisangani.	-0.000362
Dartmouth.	-0.000362
perpetuity.	-0.000362
translations.	-0.000362
comparable.	-0.000362
rupture.	-0.000362
Mankind.	-0.000362
misuses.	-0.000362
payouts.	-0.000362
Sumberg.	-0.000362
patches.	-0.000362
Poseima.	-0.000362
saviour.	-0.000362
imaging.	-0.000362
Védrine.	-0.000362
trimmed.	-0.000362
soluble.	-0.000362
induces.	-0.000362
NAIADES.	-0.000362
lacunae.	-0.000362
cottage.	-0.000362
Öresund.	-0.000362
seaside.	-0.000362
Mondays.	-0.000362
Bothnia.	-0.000362
reunify.	-0.000362
Mousavi.	-0.000362
wetland.	-0.000362
texting.	-0.000362
Sandžak.	-0.000362
Griffin.	-0.000362
Trident.	-0.000362
grammar.	-0.000362
gimmick.	-0.000362
13 June.	-0.000362
feather.	-0.000362
McGuinness.	-0.000362
educators.	-0.000362
fireworks.	-0.000362
stripping.	-0.000362
Marrakech.	-0.000362
sluggish.	-0.000362
archipelago.	-0.000362
Sornosa.	-0.000363
vividly.	-0.000363
obviate.	-0.000363
readers.	-0.000363
accolade.	-0.000363
ethereal.	-0.000363
unionism.	-0.000363
Mr Monti.	-0.000363
executor.	-0.000363
Dijkstal.	-0.000363
manually.	-0.000363
calories.	-0.000363
Xiaoping.	-0.000363
Sarkouhi.	-0.000363
Leinster.	-0.000363
Amazonas.	-0.000363
Doctrine.	-0.000363
midfield.	-0.000363
solvable.	-0.000363
hamsters.	-0.000363
Mrs Udre.	-0.000363
12 April.	-0.000363
retreats.	-0.000363
Rohypnol.	-0.000363
omelette.	-0.000363
Loizidou.	-0.000363
Lawrence.	-0.000363
fatigued.	-0.000363
mid-year.	-0.000363
obdurate.	-0.000363
mudflats.	-0.000363
acolytes.	-0.000363
Giuliana.	-0.000363
invalids.	-0.000363
wretches.	-0.000363
Onkelinx.	-0.000363
Ashkelon.	-0.000363
caseload.	-0.000363
impudent.	-0.000363
beheaded.	-0.000363
Nineties.	-0.000363
Symmetry.	-0.000363
Ottomans.	-0.000363
Ilaskivi.	-0.000363
entreaty.	-0.000363
dreamers.	-0.000363
humbling.	-0.000363
busybody.	-0.000363
Académie.	-0.000363
purified.	-0.000363
chastity.	-0.000363
Alsatian.	-0.000363
ecstatic.	-0.000363
postcard.	-0.000363
Novartis.	-0.000363
loathing.	-0.000363
Chaudhry.	-0.000363
mustered.	-0.000363
rehashed.	-0.000363
theorist.	-0.000363
grafting.	-0.000363
artworks.	-0.000363
demeaned.	-0.000363
enmeshed.	-0.000363
operable.	-0.000363
Licences.	-0.000363
movingly.	-0.000363
unknowns.	-0.000363
Airspace.	-0.000363
lawmaker.	-0.000363
lemmings.	-0.000363
comedian.	-0.000363
quaestor.	-0.000363
secession.	-0.000363
thrombosis.	-0.000364
publicized.	-0.000364
Frameworks.	-0.000364
victorious.	-0.000364
referee.	-0.000364
finest.	-0.000365
detentions.	-0.000365
gratifying.	-0.000365
manufacturers.	-0.000366
conveying.	-0.000366
customary.	-0.000366
Debate.	-0.000366
remiss.	-0.000366
ailing.	-0.000366
gaming.	-0.000366
Mother.	-0.000366
adaptation.	-0.000366
deportation.	-0.000367
remarked.	-0.000367
suppress.	-0.000367
nomination.	-0.000367
Sainjon.	-0.000368
envisages.	-0.000368
fatherhood.	-0.000369
application.	-0.000370
discussing.	-0.000371
suspicions.	-0.000372
e-business.	-0.000372
jobseekers.	-0.000372
al-Nashiri.	-0.000373
Cambodians.	-0.000373
bureaucrat.	-0.000373
129a.	-0.000373
Graz.	-0.000373
Echo.	-0.000373
Bové.	-0.000373
ABM.	-0.000373
bis.	-0.000373
LDC.	-0.000373
Pensions.	-0.000373
engender.	-0.000373
passage.	-0.000373
painfully.	-0.000373
predatory.	-0.000373
practise.	-0.000374
resounding.	-0.000374
commenting.	-0.000374
plantations.	-0.000374
intensively.	-0.000374
simplistic.	-0.000374
narrowing.	-0.000374
reformers.	-0.000375
emigrating.	-0.000375
composting.	-0.000375
audacious.	-0.000375
announcing.	-0.000375
Seventies.	-0.000377
hand-outs.	-0.000377
reappears.	-0.000377
Witnesses.	-0.000377
sucralose.	-0.000377
face-lift.	-0.000377
dirigiste.	-0.000377
cellulose.	-0.000377
regressed.	-0.000377
backdated.	-0.000377
Serengeti.	-0.000377
Abduction.	-0.000377
clear-out.	-0.000377
Tullamore.	-0.000377
enclosure.	-0.000377
ostriches.	-0.000377
autocrats.	-0.000377
top-heavy.	-0.000377
determination.	-0.000377
newspaper.	-0.000378
occupations.	-0.000378
Praesidium.	-0.000378
submarines.	-0.000378
two-thirds.	-0.000378
Building.	-0.000378
malnutrition.	-0.000379
competitiveness.	-0.000379
honouring.	-0.000379
intermodal.	-0.000380
Constanţa.	-0.000381
obedience.	-0.000381
indemnity.	-0.000381
asparagus.	-0.000381
conductor.	-0.000381
glorified.	-0.000381
mandarins.	-0.000381
Protocols.	-0.000381
migrated.	-0.000381
polished.	-0.000381
illegals.	-0.000381
orchards.	-0.000381
triumphs.	-0.000381
Madurell.	-0.000381
carcinogen.	-0.000381
deviation.	-0.000381
Arif.	-0.000381
disguise.	-0.000382
sensible.	-0.000382
fortunately.	-0.000382
profiteers.	-0.000382
equivalent.	-0.000382
Delegation.	-0.000383
fertilizers.	-0.000383
implicated.	-0.000383
indefensible.	-0.000383
discouraged.	-0.000383
deplore.	-0.000383
calamities.	-0.000383
regionally.	-0.000384
recurrence.	-0.000384
organizations.	-0.000384
enjoy.	-0.000384
technological.	-0.000384
bolder.	-0.000384
anchor.	-0.000384
facilitating.	-0.000384
drift.	-0.000384
Nogueira.	-0.000385
reconsidered.	-0.000385
stateless.	-0.000385
cumulation.	-0.000385
technocrats.	-0.000387
perform.	-0.000387
transcend.	-0.000387
cynically.	-0.000387
hypocritical.	-0.000388
Hardstaff.	-0.000388
Jørgensen.	-0.000388
sheepmeat.	-0.000388
wonders.	-0.000388
Tillich.	-0.000388
wit.	-0.000388
acquires.	-0.000388
diagnosed.	-0.000389
raging.	-0.000389
DAPHNE.	-0.000389
vendettas.	-0.000390
xenophobe.	-0.000390
Baramidze.	-0.000390
courtroom.	-0.000390
pavements.	-0.000390
excrement.	-0.000390
paradises.	-0.000390
equalised.	-0.000390
sickening.	-0.000390
Holbrooke.	-0.000390
stressful.	-0.000390
Fischbach.	-0.000390
homeopathy.	-0.000392
demagoguery.	-0.000392
merchandise.	-0.000392
investigate.	-0.000392
trade-offs.	-0.000393
throttled.	-0.000393
93/731/EC.	-0.000393
Armstrong.	-0.000393
5 billion.	-0.000393
actuality.	-0.000393
Shipyards.	-0.000393
latitudes.	-0.000393
heartache.	-0.000393
beheading.	-0.000393
abductors.	-0.000393
Constanza.	-0.000393
arthritis.	-0.000393
saddening.	-0.000393
profiteer.	-0.000393
landowner.	-0.000393
Ceausescu.	-0.000393
excusable.	-0.000393
tautology.	-0.000393
feminised.	-0.000393
handiwork.	-0.000393
vacations.	-0.000393
procurers.	-0.000393
Platforms.	-0.000393
Bolivians.	-0.000393
Chastel.	-0.000393
presses.	-0.000393
Marxist.	-0.000393
Cecilia.	-0.000393
dormant.	-0.000393
Conferences.	-0.000393
reliant.	-0.000394
underground.	-0.000394
goodness.	-0.000394
plaster.	-0.000394
tracked.	-0.000394
Ecstasy.	-0.000394
amassed.	-0.000394
Bergamo.	-0.000394
Mr Rehn.	-0.000394
architecture.	-0.000394
relegated.	-0.000394
subscribed.	-0.000395
full-time.	-0.000395
laggardly.	-0.000395
cofunding.	-0.000395
nuisances.	-0.000395
Mingasson.	-0.000395
Lawmaking.	-0.000395
trembling.	-0.000395
