Sr.	179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
Blanco.	-0.380055
prisa.	-0.380245
fases.	-0.380662
privada.	-0.381223
Maat.	-0.381597
rigor.	-0.381606
Veil.	-0.382107
personal.	-0.382610
fuera.	-0.384859
males.	-0.385995
delante.	-0.386808
Porque.	-0.387431
ADR.	-0.387482
hombres.	-0.388384
lenta.	-0.388755
opción.	-0.389117
miedo.	-0.389325
Alí.	-0.390018
PYMES.	-0.390039
cultural.	-0.391687
Schengen.	-0.392268
Putin.	-0.392289
caso.	-0.392597
Ebro.	-0.393611
CEDH.	-0.394906
danesa.	-0.395205
cita.	-0.395687
quiere.	-0.396457
deporte.	-0.397551
Aires.	-0.400605
última.	-0.401334
puro.	-0.401936
ADPIC.	-0.402232
futuras.	-0.407621
empleos.	-0.411595
pronto.	-0.413829
Cairo.	-0.413846
próximo.	-0.413961
diaria.	-0.414152
Madrid.	-0.414155
Zana.	-0.416162
defensa.	-0.417392
Kohl.	-0.417864
calma.	-0.420137
Derecho.	-0.420832
sumo.	-0.425342
Francia.	-0.426534
positiva.	-0.426642
Annan.	-0.428118
aguas.	-0.428641
BERD.	-0.429601
mínimo.	-0.429647
Yemen.	-0.431985
grado.	-0.433232
exige.	-0.433286
retos.	-0.433328
blanco.	-0.433827
menor.	-0.434562
visados.	-0.435909
ancha.	-0.435931
duras.	-0.438280
personas.	-0.438451
Berg.	-0.438524
danés.	-0.439576
manera.	-0.441636
Media.	-0.441639
STOA.	-0.441884
nuevos.	-0.442668
realidad.	-0.442735
rápido.	-0.443480
terror.	-0.443611
públicos.	-0.443940
obstante.	-0.446369
cargo.	-0.453978
griega.	-0.454971
sólida.	-0.456022
vejez.	-0.456959
acuerdo.	-0.457397
fondos.	-0.457683
capital.	-0.458480
pared.	-0.458533
madre.	-0.458698
niñas.	-0.461707
votación.	-0.462887
Acero.	-0.462971
Milenio.	-0.465860
comisión.	-0.466210
norma.	-0.467130
ALDE.	-0.467535
minutos.	-0.468511
TJCE.	-0.468532
jueves.	-0.470917
justicia.	-0.471974
curar.	-0.473218
ninguna.	-0.475492
humanas.	-0.476268
sueño.	-0.477627
inútil.	-0.477651
natural.	-0.478784
décadas.	-0.480361
daños.	-0.480401
ruego.	-0.480703
otros.	-0.481587
abuso.	-0.482074
negra.	-0.482235
técnico.	-0.483255
plomo.	-0.483412
usted.	-0.485149
Wogau.	-0.487821
Zaire.	-0.488987
daño.	-0.489325
Polonia.	-0.492913
ponente.	-0.493221
Ginebra.	-0.496057
CDU.	-0.496159
grano.	-0.497660
Bowe.	-0.497718
vemos.	-0.497921
mente.	-0.498032
octubre.	-0.498332
fracaso.	-0.498351
cuotas.	-0.498506
puerto.	-0.499576
empresa.	-0.500268
dichas.	-0.501491
arriba.	-0.504078
fumar.	-0.504134
habido.	-0.506059
familia.	-0.508730
aviar.	-0.511121
siglos.	-0.511436
ITRE.	-0.513761
Praga.	-0.515492
regla.	-0.515605
motor.	-0.515811
Georgia.	-0.516608
clase.	-0.517908
acabo.	-0.519148
Islam.	-0.520149
salida.	-0.522950
Taiwán.	-0.523591
México.	-0.524709
pasar.	-0.526445
minas.	-0.530309
pueblos.	-0.530321
XVI.	-0.532944
proceso.	-0.532973
Laeken.	-0.534851
barata.	-0.537812
vigente.	-0.538074
fútbol.	-0.538961
motivo.	-0.540511
bien.	-0.540716
tipos.	-0.543600
útiles.	-0.544944
vacuno.	-0.545618
costa.	-0.545756
supone.	-0.545891
sociedad.	-0.546358
cuatro.	-0.547720
humo.	-0.549416
Cotonú.	-0.549739
positivo.	-0.550939
Oil.	-0.553620
Brasil.	-0.554294
alemán.	-0.554950
Kenia.	-0.555142
aéreas.	-0.556396
cáncer.	-0.556758
leyes.	-0.557422
UEN.	-0.560437
justas.	-0.560486
socios.	-0.560793
lucro.	-0.564803
islam.	-0.565765
regional.	-0.566325
manos.	-0.566707
civiles.	-0.567557
todos.	-0.569102
nuestros.	-0.571313
exterior.	-0.575726
Asamblea.	-0.575727
primas.	-0.575934
Qaeda.	-0.577383
lados.	-0.579099
Corea.	-0.584521
hizo.	-0.587290
EMAS.	-0.587295
aborto.	-0.587907
médica.	-0.588368
sesión.	-0.590418
Internet.	-0.591140
dónde.	-0.591546
amplio.	-0.592458
abusos.	-0.595289
tales.	-0.595953
marcha.	-0.596248
aftosa.	-0.596452
calidad.	-0.599857
riesgo.	-0.600454
graves.	-0.600867
lunes.	-0.601977
seguros.	-0.604684
adecuada.	-0.604902
conjunto.	-0.605082
suceda.	-0.606617
dichos.	-0.608834
casos.	-0.610362
Mr.	-0.610833
urnas.	-0.612504
cárcel.	-0.612559
correcta.	-0.613273
mías.	-0.621331
Canadá.	-0.621714
marco.	-0.623513
Vigo.	-0.624643
Monti.	-0.625045
Dublín.	-0.626920
animales.	-0.628095
rumbo.	-0.628889
Cué.	-0.629333
checa.	-0.629889
ríos.	-0.630028
orden.	-0.631418
casas.	-0.632287
adelante.	-0.635851
activa.	-0.636213
CITES.	-0.637766
Bruselas.	-0.637912
difícil.	-0.638416
lograr.	-0.641152
pueblo.	-0.641861
Pueblo.	-0.644678
gusto.	-0.645509
Báltico.	-0.645769
carbono.	-0.646304
Dam.	-0.646355
ideal.	-0.651269
rapidez.	-0.651395
falsa.	-0.653197
vuelo.	-0.653633
azúcar.	-0.653781
solas.	-0.654080
muerto.	-0.654092
adhesión.	-0.662677
minuto.	-0.662897
práctica.	-0.663722
ético.	-0.665628
acceso.	-0.668225
inglés.	-0.675195
china.	-0.678435
segura.	-0.679687
Mujer.	-0.680922
pelo.	-0.682449
Leona.	-0.684970
sangre.	-0.689929
calle.	-0.694503
mucho.	-0.700517
Darfur.	-0.701184
plan.	-0.712382
iraquí.	-0.717396
nuevas.	-0.720057
ELK.	-0.721669
altos.	-0.721897
BAT.	-0.723537
pasada.	-0.726594
papel.	-0.728739
frutos.	-0.729168
pobre.	-0.729663
segundo.	-0.730763
caros.	-0.730865
planeta.	-0.732310
marino.	-0.737151
Life.	-0.741172
Mann.	-0.742828
PHARE.	-0.743016
móvil.	-0.744637
buena.	-0.748091
Humanos.	-0.748590
digna.	-0.748853
basta.	-0.749190
UCLAF.	-0.752016
político.	-0.753514
SLIM.	-0.754296
podido.	-0.755202
Golfo.	-0.755636
Irlanda.	-0.762852
bajo.	-0.765119
vías.	-0.768387
Egipto.	-0.770626
arena.	-0.774139
lento.	-0.774316
fuerte.	-0.777233
sociales.	-0.777838
leche.	-0.778796
desear.	-0.786341
Lagos.	-0.786934
SWIFT.	-0.789786
suyos.	-0.790230
algunas.	-0.792675
odio.	-0.795609
Alpes.	-0.797501
Casa.	-0.799375
Chile.	-0.801714
escrito.	-0.801967
hambre.	-0.805672
ámbitos.	-0.809004
sanos.	-0.809134
áreas.	-0.809185
militar.	-0.809469
visado.	-0.809806
objeto.	-0.816956
hecho.	-0.827387
gana.	-0.831312
Nepal.	-0.832947
Hamás.	-0.833264
primera.	-0.834754
jóvenes.	-0.839887
Verde.	-0.840052
Pekín.	-0.841150
palabra.	-0.841510
Único.	-0.842095
velar.	-0.844951
prensa.	-0.847709
sabe.	-0.852777
cacao.	-0.857350
rusas.	-0.859387
claros.	-0.869443
razón.	-0.869525
par.	-0.870665
privado.	-0.882019
demora.	-0.885031
Serbia.	-0.885554
Belarús.	-0.888303
ASEAN.	-0.892078
dudas.	-0.894996
fijo.	-0.895864
entero.	-0.898500
vio.	-0.899145
grande.	-0.907941
total.	-0.916242
Suecia.	-0.918639
masiva.	-0.919575
empresas.	-0.922837
Ucrania.	-0.927535
nosotros.	-0.928382
boca.	-0.929239
EEUU.	-0.935793
ozono.	-0.937310
Líbano.	-0.938798
Pack.	-0.939618
ocupa.	-0.941424
Berlín.	-0.943140
hogar.	-0.948597
semanas.	-0.948893
vía.	-0.953014
negro.	-0.963559
vecinos.	-0.963776
seria.	-0.964188
problema.	-0.974905
ética.	-0.978523
ayuda.	-0.982769
sueco.	-0.982842
línea.	-0.987738
USD.	-0.988161
ocho.	-0.995640
gente.	-0.997633
siglo.	-1.000674
tierra.	-1.003866
kurdo.	-1.003945
votos.	-1.004952
rurales.	-1.008677
Böge.	-1.013248
peso.	-1.014368
acción.	-1.015033
Niño.	-1.017102
avión.	-1.020673
dólar.	-1.022253
Bonn.	-1.022736
verdad.	-1.022775
alma.	-1.029196
Prodi.	-1.032764
Togo.	-1.032799
naval.	-1.037045
U.	-1.038139
revés.	-1.040146
azar.	-1.042020
mares.	-1.044175
viaje.	-1.045640
kurda.	-1.045692
Medio.	-1.046783
bruto.	-1.047339
visto.	-1.052414
CFC.	-1.056453
alto.	-1.057058
locas.	-1.069249
turco.	-1.070669
ISO.	-1.073833
out.	-1.073833
Próximo.	-1.076657
alguno.	-1.076830
autor.	-1.077831
falso.	-1.078796
miel.	-1.082123
Egeo.	-1.086759
Lanka.	-1.094265
romaní.	-1.095735
claras.	-1.096642
algunos.	-1.101599
tenemos.	-1.105412
locales.	-1.112157
ppm.	-1.112251
TACIS.	-1.118860
interior.	-1.130523
Rural.	-1.130941
momento.	-1.143916
vacío.	-1.151084
París.	-1.155199
puntos.	-1.158076
ruido.	-1.159025
verano.	-1.162072
Aunque.	-1.177398
ideas.	-1.179473
miembro.	-1.188188
deuda.	-1.188822
tren.	-1.197607
ricos.	-1.197676
nulo.	-1.210866
rusos.	-1.212038
Suiza.	-1.212261
allá.	-1.214072
actuar.	-1.225273
España.	-1.234530
PTU.	-1.235111
Dios.	-1.238386
iraní.	-1.244603
comunes.	-1.246691
Latina.	-1.246730
Malta.	-1.262417
mercado.	-1.280210
sexos.	-1.283023
i.	-1.286108
viable.	-1.293481
dicho.	-1.294369
Sen.	-1.297784
cuestión.	-1.298530
Checa.	-1.300347
tomar.	-1.303288
normal.	-1.318711
vivo.	-1.320041
semana.	-1.320145
PECO.	-1.330343
espero.	-1.339392
Siria.	-1.364830
Viena.	-1.366150
eso.	-1.366214
Sudán.	-1.369828
nunca.	-1.371975
Tratado.	-1.376317
algo.	-1.378726
puesto.	-1.380467
luego.	-1.381478
enero.	-1.382512
tome.	-1.393509
roto.	-1.407309
vivos.	-1.412212
Túnez.	-1.427851
cm.	-1.441262
ADN.	-1.442725
ojos.	-1.448306
abajo.	-1.450828
Chad.	-1.450931
anual.	-1.456631
Marco.	-1.461866
contra.	-1.466812
mano.	-1.474382
debería.	-1.476091
PMA.	-1.481367
Pesca.	-1.487067
quizá.	-1.490884
Grecia.	-1.500807
Mundo.	-1.500947
Haití.	-1.503273
largo.	-1.507092
AMI.	-1.510005
deseo.	-1.511484
menos.	-1.512119
belga.	-1.512131
sitio.	-1.521748
claro.	-1.526596
pagos.	-1.533151
verde.	-1.535667
queda.	-1.539558
aérea.	-1.542441
nacional.	-1.544814
número.	-1.550914
Italia.	-1.556755
clave.	-1.562797
nuestro.	-1.563970
europeas.	-1.580027
nadie.	-1.590083
ITER.	-1.600379
única.	-1.621793
acerca.	-1.622067
hora.	-1.627002
sexual.	-1.646606
acaba.	-1.651220
mutua.	-1.652062
Moscú.	-1.671538
CECA.	-1.677362
X.	-1.678638
temas.	-1.696809
Bush.	-1.708159
animal.	-1.733472
nuclear.	-1.736588
energía.	-1.748646
Rin.	-1.750922
fin.	-1.754557
otras.	-1.767705
árabe.	-1.770831
tarea.	-1.775364
dijo.	-1.787100
sano.	-1.804862
fuego.	-1.811537
Libia.	-1.811568
dicha.	-1.819800
justa.	-1.833419
nuestra.	-1.836696
sueca.	-1.845300
juntos.	-1.848096
fraude.	-1.852517
sector.	-1.870984
último.	-1.884507
reales.	-1.892482
labor.	-1.906013
meta.	-1.919371
terreno.	-1.928099
Kok.	-1.930851
unida.	-1.934840
tabú.	-1.946117
ido.	-1.946826
sana.	-1.957685
suelo.	-1.958083
público.	-1.966892
ECHO.	-1.971426
mismas.	-1.976885
N.	-1.978177
clima.	-1.984294
pobreza.	-1.990048
camino.	-1.995088
Lama.	-1.997372
dentro.	-2.012982
pide.	-2.020339
acta.	-2.036613
laboral.	-2.040719
moral.	-2.041511
ambiente.	-2.049005
peces.	-2.049600
Oslo.	-2.057638
fiscal.	-2.065734
solos.	-2.093307
débil.	-2.094472
FSE.	-2.097170
género.	-2.098868
Comisión.	-2.126112
Turquía.	-2.139395
droga.	-2.140223
lectura.	-2.140719
fría.	-2.149784
guerra.	-2.173761
FAO.	-2.178414
respecto.	-2.208639
Cox.	-2.219142
red.	-2.272303
lucha.	-2.288683
nivel.	-2.293389
embargo.	-2.309233
falta.	-2.310576
mejor.	-2.313846
mujeres.	-2.336612
mutuo.	-2.338836
otoño.	-2.340869
bajos.	-2.348721
Congo.	-2.349106
Mesa.	-2.376995
tabaco.	-2.381078
siga.	-2.388965
mayor.	-2.404680
hoc.	-2.432226
muchos.	-2.444537
julio.	-2.455691
fecha.	-2.472211
drogas.	-2.476443
hechos.	-2.478413
Pen.	-2.480625
origen.	-2.484865
saber.	-2.489036
mama.	-2.493201
dice.	-2.495520
abril.	-2.510434
fondo.	-2.540197
baño.	-2.556931
GATT.	-2.557345
Z.	-2.571027
eran.	-2.597117
Chipre.	-2.617105
reto.	-2.626200
sentido.	-2.628183
Tíbet.	-2.630235
texto.	-2.668345
parece.	-2.686693
POP.	-2.690493
Israel.	-2.695724
base.	-2.716902
vino.	-2.720452
situ.	-2.722272
general.	-2.728621
Río.	-2.746298
India.	-2.746535
ayer.	-2.762803
pública.	-2.763851
b.	-2.811289
mm.	-2.812323
TI.	-2.816879
así.	-2.832907
Señora.	-2.834344
pago.	-2.835365
nueva.	-2.866627
t.	-2.866754
fácil.	-2.870896
europeos.	-2.916583
señora.	-2.924484
tenga.	-2.937057
EEE.	-2.941213
datos.	-2.941869
duda.	-2.951630
tengo.	-2.978354
humano.	-2.996431
Bajos.	-3.021200
Estados.	-3.024228
Kioto.	-3.043282
caro.	-3.065495
seis.	-3.068547
medio.	-3.076777
malo.	-3.086806
York.	-3.092621
tienen.	-3.171197
único.	-3.181252
justo.	-3.197377
Kyi.	-3.226242
marzo.	-3.227606
ahora.	-3.228981
pobres.	-3.259811
sala.	-3.263391
Irak.	-3.297371
viene.	-3.308665
demás.	-3.322979
hacerlo.	-3.339515
penal.	-3.356787
muerte.	-3.361345
Japón.	-3.365937
mujer.	-3.374605
vidas.	-3.374691
diez.	-3.405341
leal.	-3.512383
mg.	-3.512748
Kyoto.	-3.536369
partes.	-3.559413
África.	-3.577427
Q.	-3.605421
bueno.	-3.616525
dinero.	-3.645756
juego.	-3.649040
baja.	-3.656902
MEDA.	-3.664017
vano.	-3.674924
armas.	-3.676717
paga.	-3.703656
ahí.	-3.713079
grave.	-3.728986
parte.	-3.732176
PPE.	-3.740116
ilegal.	-3.752090
breve.	-3.772184
sigue.	-3.810829
legal.	-3.812943
T.	-3.816527
crear.	-3.858015
Este.	-3.867536
s.	-3.874353
mismos.	-3.895494
clara.	-3.943854
TIC.	-3.961517
Consejo.	-3.979582
curso.	-4.004331
área.	-4.005935
peor.	-4.065906
V.	-4.076442
ámbito.	-4.110233
zona.	-4.142944
Lomé.	-4.148986
error.	-4.248303
PCP.	-4.269210
humana.	-4.306827
apoyo.	-4.322861
mío.	-4.400721
PVC.	-4.438885
sida.	-4.468972
OSCE.	-4.479938
ºC.	-4.480924
suyo.	-4.559079
quo.	-4.571170
sexo.	-4.592964
R.	-4.599557
niño.	-4.602303
ruso.	-4.638115
n.	-4.731781
Kosovo.	-4.733421
XIX.	-4.773960
global.	-4.788370
vigor.	-4.803194
crisis.	-4.814874
aéreo.	-4.817380
mundial.	-4.833864
serio.	-4.844121
atrás.	-4.858755
pilar.	-4.871297
OCDE.	-4.922620
tipo.	-5.005527
m.	-5.027626
eficaz.	-5.074794
junio.	-5.081743
posible.	-5.084128
PNB.	-5.095556
cosa.	-5.168237
pueda.	-5.169704
oral.	-5.183901
rusa.	-5.255956
campo.	-5.298502
estar.	-5.312175
modo.	-5.316886
actual.	-5.325556
paro.	-5.357033
también.	-5.420844
noche.	-5.581094
L.	-5.603122
aire.	-5.661945
VIH.	-5.682804
mí.	-5.689023
Europeo.	-5.703204
dado.	-5.724388
PESC.	-5.743142
suya.	-5.769528
Unión.	-5.801110
hijos.	-5.805045
Común.	-5.814507
III.	-5.817685
P.	-5.991539
misma.	-5.992813
miembros.	-6.015987
AAE.	-6.079971
informe.	-6.104589
kg.	-6.139902
pasado.	-6.176572
O.	-6.210270
decir.	-6.259080
salud.	-6.290747
tiempo.	-6.295758
Roma.	-6.300598
mismo.	-6.350246
Haya.	-6.354765
lejos.	-6.391702
todas.	-6.397168
Pleno.	-6.422671
pesca.	-6.445754
Unidas.	-6.492105
vial.	-6.542232
final.	-6.632092
lugar.	-6.676973
haber.	-6.705938
OGM.	-6.833363
OLAF.	-6.845115
Cámara.	-6.898774
trabajo.	-6.913574
Asia.	-6.932587
obra.	-6.944490
mañana.	-7.001294
IV.	-7.017102
voto.	-7.143909
pie.	-7.166863
edad.	-7.205840
debate.	-7.271124
forma.	-7.373093
cero.	-7.416745
rural.	-7.429202
BEI.	-7.511343
Norte.	-7.580856
Acta.	-7.592732
humanos.	-7.828696
otro.	-7.973499
sur.	-7.983292
trata.	-8.054212
Unidos.	-8.116111
países.	-8.284292
Unido.	-8.432017
mes.	-8.627892
tener.	-8.642555
Gaza.	-8.837849
local.	-8.957691
europeo.	-9.028592
sean.	-9.115581
S.	-9.122968
OIT.	-9.143703
asunto.	-9.212276
porque.	-9.252429
FMI.	-9.421537
ONG.	-9.509552
esto.	-9.639663
sé.	-9.731944
asilo.	-9.745899
útil.	-9.906956
FED.	-10.110912
Cuba.	-10.256745
región.	-10.325385
mesa.	-10.786959
mayo.	-10.877627
uso.	-11.154168
China.	-11.406786
cosas.	-11.533109
Niza.	-11.648465
niños.	-11.796691
Lisboa.	-11.954720
tres.	-11.978761
BCE.	-12.017772
M.	-12.059529
europea.	-12.219967
horas.	-12.240727
civil.	-12.734491
agua.	-12.922912
F.	-12.937657
cómo.	-13.298001
ecus.	-13.333160
J.	-13.410563
G.	-13.472808
K.	-13.950567
casa.	-13.988792
km.	-14.066598
PIB.	-14.518063
tarde.	-14.530435
deben.	-14.671207
H.	-14.839051
tal.	-14.878018
están.	-14.907663
cual.	-14.953460
días.	-15.107426
ver.	-15.238518
será.	-15.261639
mal.	-15.560728
OTAN.	-15.579272
uno.	-15.682552
ellas.	-15.797469
solo.	-15.992945
voy.	-16.141281
empleo.	-16.340683
CIG.	-16.863083
voz.	-16.905663
ir.	-17.320541
éxito.	-17.645947
fe.	-17.699624
IVA.	-17.854360
tiene.	-18.290843
gas.	-18.624817
Rusia.	-19.038258
social.	-19.372644
meses.	-19.645798
Irán.	-19.662133
OMG.	-20.062537
allí.	-20.134818
PYME.	-20.255074
hace.	-20.549871
aquí.	-21.339208
vez.	-22.717298
vida.	-23.072035
pues.	-23.782155
euros.	-23.851632
plazo.	-23.970874
ONU.	-24.103377
UEM.	-24.330899
tanto.	-24.467306
real.	-24.957359
señor.	-25.160607
puede.	-26.014057
ellos.	-26.101087
futuro.	-26.236305
era.	-26.294238
XXI.	-26.822091
E.	-26.900895
nada.	-26.928014
Iraq.	-26.990220
sí.	-27.482493
PAC.	-27.746137
Señor.	-27.877296
todo.	-29.108036
aún.	-29.224295
Europea.	-29.315375
qué.	-30.610916
CE.	-30.831869
Sur.	-31.893878
creo.	-32.098593
sea.	-34.427222
mar.	-34.584244
tema.	-35.034635
nº.	-36.509118
ley.	-37.642199
EEB.	-37.939979
común.	-39.134091
entre.	-39.699561
sido.	-43.361126
C.	-46.884298
ACP.	-49.311381
yo.	-54.182421
B.	-54.193020
Europa.	-54.663270
dar.	-56.795655
ella.	-57.212830
euro.	-60.171429
I.	-60.679335
mundo.	-65.192674
esa.	-67.104935
hoy.	-68.357809
está.	-68.828047
día.	-71.803599
dos.	-71.895416
D.	-74.571248
debe.	-80.472010
II.	-87.112669
ello.	-90.616123
pero.	-111.219565
OMC.	-116.104952
paz.	-130.463121
país.	-139.818130
más.	-144.488917
hay.	-145.721777
ser.	-146.848376
esta.	-156.324412
va.	-173.823607
son.	-210.420973
año.	-215.693194
años.	-216.729026
este.	-223.003045
nos.	-257.633042
como.	-264.386532
él.	-287.487182
A.	-423.986197
ya.	-484.496240
Y.	-537.356968
para.	-587.418466
No.	-641.508044
si.	-734.732548
e.	-853.813174
con.	-1423.957336
por.	-1441.555529
una.	-1613.275386
ha.	-2237.465378
o.	-2376.876515
UE.	-2384.927426
no.	-2653.903337
es.	-3284.851653
que.	-6792.291462
en.	-13437.375374
la.	-22015.694988
a.	-28829.874122
y.	-33965.928491
de.	-34434.236178
